RespId,weight,age,Education,race,gender,income_cat,voter_category,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q5,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q9_1,Q9_2,Q9_3,Q9_4,Q10_1,Q10_2,Q10_3,Q10_4,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q12,Q13,Q14,Q15_1,Q15_2,Q15_3,Q15_4,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q16_10,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q29_9,Q29_10
472003,0.5687,54,Some college,Black,Male,$40-75k,sporadic,1,1,2,1,3,1,2,1,1,4,1,1,1,3,2,1,1,1,1,1,2,2,3,1,3,1,4,4,2,2,4,2,4,3,2,2,3,4,4,2,2,2,2,2,2,2,2,1,2,5,2,2,1,1,1,3,2,2,2,2,2,2,1,1,2,2,-1,1,1,1,-1,-1,-1,-1,1,-1,1,1,NA,2,1,2,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472004,1.0525,80,High school or less,White,Female,Less than $40k,always,1,1,2,1,1,1,1,1,2,1,3,3,3,1,1,2,2,2,2,2,3,3,2,1,3,2,2,4,2,3,3,2,4,1,2,2,3,2,3,2,1,2,2,2,2,2,2,2,2,1,5,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,NA,1,1,1,1,1,1,2,1,1,1,1,1,-1,-1,1,-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472008,0.3032,63,College,Black,Male,$40-75k,always,1,1,2,2,3,1,2,1,2,2,1,1,1,3,2,2,1,1,2,3,3,2,2,1,2,1,4,3,2,2,4,2,2,2,1,1,3,3,4,2,2,2,2,2,2,1,1,2,2,5,1,3,2,1,1,4,2,2,2,2,2,2,2,2,2,2,1,-1,1,1,-1,-1,1,-1,-1,-1,1,1,NA,2,3,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472009,1.1737,62,Some college,White,Male,$125k or more,always,1,1,1,1,1,1,1,4,4,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,4,4,4,1,4,4,4,3,1,1,1,4,4,2,2,2,2,1,2,2,2,2,2,5,1,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,-1,1,2,NA,2,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472010,0.8864,51,College,White,Female,Less than $40k,sporadic,1,1,2,2,4,1,3,3,2,4,2,1,1,4,3,2,1,1,3,2,3,2,4,1,3,1,4,3,2,2,3,2,2,2,2,2,1,4,4,2,2,2,2,2,2,2,2,2,2,5,1,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,-1,-1,1,1,1,-1,-1,1,-1,-1,1,1,NA,2,1,3,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482153,1.4721,54,Some college,Other/Mixed,Female,$125k or more,sporadic,1,1,2,2,2,2,2,2,1,2,2,1,2,3,4,3,2,2,2,2,2,3,2,1,2,1,2,2,1,2,2,2,2,2,1,2,3,4,4,2,2,2,2,2,2,1,2,2,2,1,1,2,1,1,3,3,2,2,-1,2,2,1,2,2,2,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,NA,3,3,3,1,2,1,2,-1,2,1,1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472011,1.2726,48,Some college,White,Female,$75-125k,rarely/never,1,1,2,2,2,1,1,1,1,1,4,3,3,2,2,2,2,3,2,3,4,4,4,2,2,1,2,3,2,2,2,2,3,2,1,4,2,3,1,2,2,2,2,2,2,1,2,2,2,3,3,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,1,-1,1,-1,-1,-1,-1,2,3,1,1,3,2,4,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
472012,0.3603,48,College,Hispanic,Male,$75-125k,sporadic,1,1,2,1,2,1,1,1,2,4,2,1,1,4,3,4,1,1,2,1,2,2,2,1,2,1,4,2,2,1,1,1,2,2,1,1,3,4,3,2,1,2,2,2,2,1,2,2,2,4,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,-1,-1,1,1,-1,1,1,-1,-1,-1,1,1,NA,2,3,1,1,1,2,2,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472013,1.5296,43,High school or less,White,Female,$75-125k,rarely/never,1,2,2,2,3,2,1,2,1,3,2,2,3,3,1,2,2,2,2,2,4,3,2,2,4,1,3,3,2,2,3,3,3,2,2,2,3,3,3,2,1,2,2,1,2,1,1,1,2,3,3,2,1,2,3,3,2,2,2,2,2,2,2,2,2,2,-1,1,1,-1,-1,1,1,1,-1,-1,1,1,NA,1,3,3,1,2,1,2,2,2,2,-1,1,-1,-1,1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472014,0.8184,74,College,White,Male,$125k or more,always,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1,3,1,3,4,2,3,2,2,4,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,1,5,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,1,-1,1,1,1,1,-1,-1,-1,1,1,NA,1,3,2,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472015,1.2818,50,College,White,Female,$125k or more,sporadic,1,1,1,1,3,1,1,1,1,2,2,1,3,3,3,3,2,1,1,3,2,1,1,1,3,1,2,2,1,2,2,2,2,2,2,1,2,4,4,2,2,2,2,2,2,1,2,2,2,4,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,NA,2,1,2,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472016,1.2284,34,Some college,Hispanic,Female,$125k or more,sporadic,1,1,1,2,3,1,3,1,2,3,3,2,2,4,2,3,3,2,2,2,4,4,4,1,4,1,3,2,2,2,3,1,3,2,1,2,3,2,3,2,2,1,2,2,2,2,2,2,2,3,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,NA,3,3,3,2,2,2,2,2,2,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472017,0.955,64,High school or less,Black,Male,Less than $40k,sporadic,1,3,1,4,4,1,4,1,2,2,4,4,2,4,2,1,3,1,2,2,2,4,2,1,4,1,4,4,3,4,4,4,3,4,4,2,3,3,4,1,1,1,2,2,2,2,2,1,2,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,NA,3,2,4,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482161,0.5189,56,Some college,Black,Male,Less than $40k,sporadic,1,1,2,1,3,1,2,2,4,3,2,3,2,3,3,3,3,1,1,1,3,1,2,1,2,1,1,2,1,2,2,1,1,1,2,3,3,3,3,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,3,4,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,NA,2,1,2,2,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
482162,1.0274,36,College,White,Male,$125k or more,sporadic,1,1,3,2,3,2,3,2,2,4,2,1,1,4,2,3,1,2,1,2,3,3,2,1,2,1,2,2,1,2,1,1,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,4,1,2,1,2,2,4,2,2,2,2,2,2,2,2,2,2,-1,-1,1,1,1,1,1,1,-1,-1,1,1,NA,2,2,2,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472018,1.2828,76,High school or less,White,Male,$125k or more,always,1,1,1,1,2,1,1,1,2,3,3,4,4,3,2,3,2,2,1,1,1,2,2,1,2,1,3,3,3,1,3,3,3,2,1,1,3,4,4,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,3,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,-1,-1,-1,-1,1,-1,1,1,NA,1,3,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472019,1.3258,64,High school or less,White,Male,Less than $40k,sporadic,1,1,2,2,2,1,1,1,1,2,2,2,2,4,3,3,1,2,1,1,2,4,2,1,2,1,3,2,1,1,2,2,2,1,1,1,3,4,4,1,1,1,2,2,2,2,2,1,2,3,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,NA,3,1,2,2,2,2,1,1,1,1,-1,1,1,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1
472020,1.2138,31,College,White,Female,$75-125k,rarely/never,1,1,2,2,3,2,3,2,1,4,2,1,2,4,3,4,1,2,2,1,3,2,2,1,2,1,4,3,2,1,2,2,1,2,1,2,2,3,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,NA,2,2,2,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472021,1.1653,61,Some college,White,Male,$125k or more,always,1,2,1,2,2,1,2,1,2,2,2,4,4,3,4,2,4,2,2,2,3,1,3,1,1,2,2,4,1,1,2,2,4,2,1,1,4,4,4,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,4,4,2,2,2,2,2,2,2,2,2,2,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,1,NA,3,2,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472022,1.8591,36,High school or less,Hispanic,Female,$40-75k,rarely/never,1,2,4,4,2,2,1,1,2,1,4,2,2,4,3,2,2,3,3,2,3,4,3,1,2,1,3,3,2,2,3,3,2,1,1,3,3,3,1,2,1,2,2,2,2,1,2,1,2,2,3,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,2,2,4,3,1,4,4,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
482169,1.3342,34,High school or less,Black,Female,Less than $40k,rarely/never,1,1,2,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,4,1,3,2,3,2,3,3,4,3,2,2,2,4,4,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,3,NA,3,1,3,2,2,2,2,2,2,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
472024,1.2428,29,High school or less,White,Female,$75-125k,rarely/never,1,2,2,2,1,1,1,1,1,1,3,2,3,2,1,2,2,2,2,3,3,4,2,1,3,1,2,3,3,2,3,2,4,1,2,2,2,2,3,2,2,2,2,2,2,1,2,1,2,1,3,2,1,2,4,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,1,1,-1,-1,2,3,2,1,3,3,4,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
472029,0.6899,64,College,White,Male,$75-125k,always,1,1,1,1,3,1,2,2,1,4,3,4,4,1,1,1,1,1,2,3,1,1,2,1,4,1,4,3,3,2,4,3,2,2,2,2,1,4,4,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,-1,1,1,NA,2,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472030,1.2057,35,College,White,Female,$75-125k,always,1,2,2,2,1,2,2,2,2,2,2,1,1,3,1,2,2,3,3,3,3,3,3,2,3,1,2,2,2,2,2,2,3,2,2,1,3,3,4,2,2,2,2,2,2,1,2,2,2,1,3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,NA,3,3,2,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472031,1.2294,32,High school or less,White,Female,Less than $40k,rarely/never,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,3,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2,3,-1,4,3,3,4,3,2,2,2,2,2,2,2,2,2,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2,3,7,3,3,3,4,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
472032,0.8912,34,College,Other/Mixed,Female,$125k or more,sporadic,1,1,2,2,2,1,2,2,1,4,1,1,1,1,3,2,1,2,2,2,3,2,2,1,3,1,4,3,2,1,3,2,3,3,1,2,2,3,3,2,2,2,2,2,2,2,2,2,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,NA,2,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472033,0.7677,58,College,White,Male,$75-125k,sporadic,1,1,2,2,1,1,1,1,2,1,2,2,4,1,1,2,4,2,1,2,3,1,2,1,3,1,1,4,2,3,3,2,4,2,1,1,3,3,4,2,2,2,2,2,2,2,2,2,2,1,2,1,3,1,2,4,2,2,2,2,2,2,2,2,2,2,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,NA,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472034,0.9252,84,High school or less,White,Female,Less than $40k,always,1,2,3,3,3,1,1,2,1,3,3,1,2,-1,2,3,2,2,2,2,3,4,4,1,4,1,-1,-1,-1,2,-1,-1,4,-1,2,2,3,4,3,2,2,2,2,2,2,2,2,2,2,-1,1,1,3,3,3,3,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,NA,2,1,3,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472036,1.0687,47,High school or less,Hispanic,Female,Less than $40k,rarely/never,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,3,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,-1,1,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,NA,2,3,2,3,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472037,0.9511,66,College,White,Male,$125k or more,always,1,1,1,1,2,1,3,1,1,1,2,1,2,3,3,2,4,1,1,2,2,1,1,1,3,1,4,3,3,2,1,1,1,1,1,1,3,4,4,2,2,2,2,2,2,1,1,2,2,4,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,1,NA,2,1,2,1,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472039,0.9252,55,College,Other/Mixed,Male,$125k or more,sporadic,1,1,2,3,3,1,2,1,1,2,3,2,3,2,2,2,2,2,3,3,2,2,2,2,4,1,2,3,1,2,3,2,4,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,3,3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,NA,1,1,3,1,2,1,2,1,2,1,-1,-1,-1,-1,-1,-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472041,0.962,22,High school or less,White,Male,$40-75k,always,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,2,1,2,3,2,2,2,1,4,1,2,3,2,2,3,2,4,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,5,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,-1,1,1,1,-1,1,-1,1,-1,-1,1,1,NA,1,2,2,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472042,0.4099,54,College,Black,Male,$75-125k,sporadic,1,2,1,2,3,1,4,1,1,4,1,1,1,4,4,2,1,1,1,1,2,1,1,1,3,1,4,4,4,2,3,1,2,1,2,1,2,4,4,2,2,2,2,2,2,1,1,2,2,4,2,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,-1,1,1,-1,-1,-1,1,1,NA,2,2,2,1,1,1,1,1,2,1,-1,1,-1,-1,1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472043,0.9158,23,Some college,White,Male,$75-125k,always,1,1,3,1,4,1,3,2,2,1,2,1,3,2,3,2,1,1,1,3,2,1,1,1,3,1,4,3,4,1,4,2,2,2,1,1,2,4,4,2,2,2,2,1,2,1,2,1,2,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,-1,-1,1,1,NA,2,3,2,1,1,1,2,2,2,2,1,-1,1,1,1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472044,1.8305,41,High school or less,White,Male,$40-75k,rarely/never,1,2,4,2,1,1,1,1,1,2,1,1,2,3,1,1,1,4,4,4,3,4,4,1,4,1,4,2,2,1,4,1,4,2,1,2,1,3,4,2,2,1,2,2,2,2,2,2,2,-1,-1,-1,2,2,3,3,2,2,2,2,2,2,2,2,2,2,-1,1,-1,-1,-1,-1,1,1,-1,-1,1,2,NA,2,-1,4,4,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,-1,1,1,-1,-1,-1,-1,1,-1,-1
472045,1.103,59,College,White,Female,$125k or more,always,1,1,1,1,3,1,2,3,2,4,1,1,1,4,3,3,1,1,1,1,2,2,2,1,1,2,4,2,1,1,4,2,4,2,2,1,4,4,4,2,2,2,2,2,2,1,2,2,2,3,2,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,1,-1,-1,1,1,1,-1,-1,1,1,NA,2,2,2,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472046,2.1065,36,High school or less,White,Female,Less than $40k,sporadic,1,2,4,2,3,2,3,2,1,4,2,1,1,3,1,1,2,1,2,2,3,1,1,2,4,1,4,4,4,4,4,4,3,4,2,2,3,4,3,2,1,1,2,2,2,2,2,1,2,3,3,3,2,2,3,4,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,NA,3,1,2,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472047,0.3936,73,Some college,Black,Male,$40-75k,always,1,1,2,2,2,1,2,1,1,1,1,1,1,1,4,1,1,1,2,2,4,2,1,1,3,1,3,3,3,1,2,2,1,4,1,1,4,4,4,2,1,2,2,2,2,1,1,2,2,5,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,NA,2,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472048,1.0515,62,High school or less,White,Female,$40-75k,always,1,1,2,2,1,1,1,1,1,1,3,3,4,1,1,3,2,2,2,2,4,2,1,1,3,2,1,3,2,2,2,2,4,1,2,1,2,4,4,2,2,2,2,2,2,2,1,2,2,1,5,1,1,2,4,4,2,2,2,2,2,2,2,1,2,2,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,NA,1,3,2,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482196,1.0137,64,High school or less,White,Female,$75-125k,sporadic,1,1,1,-1,1,1,1,1,1,1,1,4,2,3,3,2,1,1,2,3,1,1,1,1,2,1,4,2,1,2,2,3,2,2,1,1,2,4,3,2,2,2,2,2,2,2,2,2,2,5,1,3,2,3,4,2,2,2,2,2,2,2,2,2,2,2,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,NA,2,3,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472050,1.0067,61,High school or less,White,Female,$40-75k,sporadic,1,1,1,3,2,1,1,1,1,1,2,4,4,3,1,1,3,1,1,2,4,2,2,1,2,2,1,3,2,2,2,3,4,1,2,1,-1,-1,-1,2,2,2,2,2,2,2,2,2,2,1,5,1,1,1,4,4,2,2,2,2,2,2,2,1,2,2,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,NA,1,3,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482198,0.2858,62,College,Black,Male,$40-75k,always,1,1,2,2,4,1,3,2,1,3,1,1,1,3,2,2,1,1,1,1,2,1,1,1,3,1,4,4,3,3,4,3,3,3,1,2,2,4,4,2,2,2,2,2,2,1,1,2,2,5,1,1,1,2,1,4,2,2,2,2,2,2,1,2,2,2,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,NA,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472051,0.5872,62,Some college,Black,Female,$125k or more,always,1,1,2,2,3,1,2,2,2,1,2,1,1,3,3,2,1,1,2,2,4,2,1,1,3,1,4,3,3,2,3,3,2,3,2,1,3,4,4,2,2,2,2,2,2,2,2,2,2,5,1,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,NA,-1,2,2,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472053,1.1037,55,High school or less,White,Male,Less than $40k,sporadic,1,1,1,2,1,2,1,1,2,1,3,2,2,2,2,2,2,1,1,1,1,3,1,1,4,1,2,2,3,2,4,2,3,2,2,3,3,3,3,2,2,2,2,2,2,1,1,2,2,1,2,1,2,2,4,3,2,2,2,2,2,2,2,2,2,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,NA,1,3,2,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472054,1.1222,28,Some college,Hispanic,Male,Less than $40k,always,1,1,2,2,4,1,3,3,2,2,2,1,1,3,1,2,2,1,2,2,3,4,3,2,3,1,3,3,3,1,2,3,3,3,1,1,1,4,4,2,2,1,2,2,2,1,1,2,2,5,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,-1,1,1,NA,3,3,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472055,0.8261,63,Some college,White,Female,Less than $40k,always,1,1,2,2,1,1,1,1,1,2,3,2,3,3,2,3,2,2,1,1,1,2,2,1,2,1,3,3,3,2,2,1,3,1,2,1,3,3,3,2,2,2,2,2,2,2,1,2,2,3,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,NA,-1,-1,2,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472056,1.0341,65,College,White,Female,$125k or more,always,1,1,1,1,2,1,1,1,1,1,4,2,4,2,1,2,2,1,1,1,1,1,1,1,4,1,2,3,3,3,3,2,4,1,2,1,2,4,4,2,2,2,2,1,2,2,2,1,2,1,5,1,1,2,4,4,2,2,2,2,2,2,2,2,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,NA,1,3,1,1,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472057,0.9797,75,High school or less,Hispanic,Female,Less than $40k,always,1,1,-1,2,1,-1,1,1,1,1,2,2,4,-1,1,3,2,1,4,4,4,1,3,1,4,2,1,-1,-1,1,2,1,4,1,1,1,3,1,1,2,2,1,2,2,2,1,1,2,2,1,4,1,-1,1,3,3,2,2,2,2,2,2,2,1,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,NA,3,2,2,1,2,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472058,1.0064,68,High school or less,White,Female,$75-125k,sporadic,1,1,1,1,1,1,1,1,1,1,2,4,4,3,1,2,4,1,1,3,2,3,3,1,2,2,1,3,2,2,2,2,3,1,2,1,4,4,4,2,2,2,2,2,2,1,2,2,2,1,5,1,1,2,4,3,2,2,2,2,2,2,2,2,2,2,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,NA,1,2,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
